date,market_group,arrivals,index_2019
2022-08-01,South Asia,94325,66.05033690398456
2022-08-01,Southeast Asia,315820,57.21097838979169
2022-08-01,Total,728744,45.74660326712428
2022-08-01,West Asia,11241,79.86406318456856
2022-09-01,Africa,3713,48.98093793285403
2022-09-01,Americas,46342,57.764375809562786
2022-09-01,Europe,100653,56.631231394841265
2022-09-01,Greater China,36676,9.626777328934141
2022-09-01,North Asia,45900,35.99169603352952
2022-09-01,Oceania,94039,85.45724139080019
2022-09-01,Other,97,23280.0
2022-09-01,South Asia,104616,73.25652844470976
2022-09-01,Southeast Asia,340369,61.658044150322986
2022-09-01,Total,782215,49.1032231820689
2022-09-01,West Asia,9810,69.6972208736427
2022-10-01,Africa,3738,49.310731482092216
2022-10-01,Americas,49922,62.2267741824909
2022-10-01,Europe,103897,58.456429994434565
2022-10-01,Greater China,42415,11.133159570475012
2022-10-01,North Asia,45806,35.917987549277846
2022-10-01,Oceania,85122,77.35398400310184
2022-10-01,Other,114,27359.999999999996
2022-10-01,South Asia,101510,71.08157645505933
2022-10-01,Southeast Asia,374927,67.91824613624668
2022-10-01,Total,816833,51.27635381765741
2022-10-01,West Asia,9382,66.65640430545524
2022-11-01,Africa,4266,56.27597124200251
2022-11-01,Americas,61086,76.14247681806897
2022-11-01,Europe,109366,61.53349878024707
2022-11-01,Greater China,49506,12.99441701511107
2022-11-01,North Asia,54365,42.62938028023599
2022-11-01,Oceania,78869,71.67161678932167
2022-11-01,Other,105,25200.0
2022-11-01,South Asia,91381,63.988824135945
2022-11-01,Southeast Asia,358257,64.89846585077449
2022-11-01,Total,816340,51.245405946511035
2022-11-01,West Asia,9139,64.92995938473197
2022-12-01,Africa,6334,83.55649363498449
2022-12-01,Americas,67342,83.94045565076122
2022-12-01,Europe,102982,57.94161596279835
2022-12-01,Greater China,60836,15.968334212646893
2022-12-01,North Asia,52077,40.83528440823784
2022-12-01,Oceania,101182,91.94838948100198
2022-12-01,Other,95,22800.0
2022-12-01,South Asia,91730,64.23320863188448
2022-12-01,Southeast Asia,438856,79.49902201326839
2022-12-01,Total,931441,58.470823627684766
2022-12-01,West Asia,10007,71.0968490604019
2023-01-01,Africa,4182,55.16786491656224
2023-01-01,Americas,67902,84.63848444652652
2023-01-01,Europe,131839,74.17766898020403
2023-01-01,Greater China,89388,23.4627105431008
2023-01-01,North Asia,78923,61.88611385739107
2023-01-01,Oceania,116794,106.13567829301797
2023-01-01,Other,120,28800.0
2023-01-01,South Asia,72231,50.579187754166
2023-01-01,Southeast Asia,362255,65.62270589764418
2023-01-01,Total,931814,58.49423854845068
2023-01-01,West Asia,8180,58.11654095274182
2023-02-01,Africa,4073,53.72996504188377
2023-02-01,Americas,72702,90.62158841022902
2023-02-01,Europe,156384,87.98762570863119
2023-02-01,Greater China,82278,21.596465946941954
2023-02-01,North Asia,97981,76.83011697301211
2023-02-01,Oceania,81765,74.30333523664413
2023-02-01,Other,123,29520.0
2023-02-01,South Asia,76883,53.836714043880676
2023-02-01,Southeast Asia,376496,68.20247140726683
2023-02-01,Total,957844,60.12826103514456
2023-02-01,West Asia,9159,65.07205361689027
2023-03-01,Africa,4300,56.72449046896643
2023-03-01,Americas,73624,91.77084296325688
2023-03-01,Europe,161938,91.1125187487487
2023-03-01,Greater China,105132,27.59522178387785
2023-03-01,North Asia,71803,56.30308824173246
2023-03-01,Oceania,83827,76.1771623907805
2023-03-01,Other,89,21360.0
2023-03-01,South Asia,92470,64.7513877923292
2023-03-01,Southeast Asia,414934,75.16553767079293
2023-03-01,Total,1021040,64.09536380383862
2023-03-01,West Asia,12923,91.814188109081
2023-04-01,Africa,4812,63.47866235736429
2023-04-01,Americas,61029,76.07142745850001
2023-04-01,Europe,135415,76.18966349072983
2023-04-01,Greater China,150903,39.609269802272564
2023-04-01,North Asia,54012,42.35258139788663
2023-04-01,Oceania,106741,97.00008935968485
2023-04-01,Other,92,22080.0
2023-04-01,South Asia,114668,80.2953621214535
2023-04-01,Southeast Asia,489334,88.64314134440608
2023-04-01,Total,1128610,70.84802607405226
2023-04-01,West Asia,11604,82.44307349824159
2023-05-01,Africa,4515,59.56071499241475
2023-05-01,Americas,70426,87.78459994744009
2023-05-01,Europe,113597,63.91402136806437
2023-05-01,Greater China,148053,38.86119707385446
2023-05-01,North Asia,68419,53.64958280867225
2023-05-01,Oceania,94073,85.4881386377646
2023-05-01,Other,45,10800.0
2023-05-01,South Asia,147713,103.43486260374523
2023-05-01,Southeast Asia,456263,82.65231028136762
2023-05-01,Total,1112512,69.8374807805141
2023-05-01,West Asia,9408,66.84112680726102
2023-06-01,Africa,4575,60.352219510586366
2023-06-01,Americas,70361,87.70357874793162
2023-06-01,Europe,88537,49.814305922377486
2023-06-01,Greater China,167228,43.89428288698327
2023-06-01,North Asia,65648,51.47675078887028
2023-06-01,Oceania,107915,98.06695312251516
2023-06-01,Other,60,14400.0
2023-06-01,South Asia,133366,93.38848907009599
2023-06-01,Southeast Asia,475814,86.1939854080183
2023-06-01,Total,1129310,70.89196828460491
2023-06-01,West Asia,15806,112.29707167469894
2023-07-01,Africa,5926,78.17426291141746
2023-07-01,Americas,81637,101.75888714266274
2023-07-01,Europe,144826,81.4846523997226
2023-07-01,Greater China,309869,81.33492922182063
2023-07-01,North Asia,103861,81.44081790279759
2023-07-01,Oceania,116877,106.21110392531348
2023-07-01,Other,104,24960.0
2023-07-01,South Asia,114733,80.34087785851959
2023-07-01,Southeast Asia,519036,94.02367607980469
2023-07-01,Total,1419642,89.1174395334258
2023-07-01,West Asia,22773,161.7955974470403
2023-08-01,Africa,6132,80.89176175714003
2023-08-01,Americas,62996,78.52325360362559
2023-08-01,Europe,173132,97.41069172157468
2023-08-01,Greater China,289817,76.07164699366632
2023-08-01,North Asia,130666,102.4594979066921
2023-08-01,Oceania,95791,87.04935835202566
2023-08-01,Other,65,15600.0
2023-08-01,South Asia,104652,73.28173716062328
2023-08-01,Southeast Asia,429652,77.83171201041978
2023-08-01,Total,1312693,82.40376028143103
2023-08-01,West Asia,19790,140.6022427206309
2023-09-01,Africa,5582,73.63630367390014
2023-09-01,Americas,62765,78.2353167253724
2023-09-01,Europe,137745,77.50061069697286
2023-09-01,Greater China,188758,49.54551300727862
2023-09-01,North Asia,94298,73.94215582940667
