date,market_group,arrivals,index_2019
2025-05-01,Other,1564788,89.57551339614423
2025-05-01,Total,1374170,86.26295353592506
2025-06-01,ASEAN,453510,83.59925410586641
2025-06-01,Americas,90060,90.36022183705361
2025-06-01,Europe,164474,60.98132422073539
2025-06-01,Greater China,226712,65.61664052575432
2025-06-01,North Asia,35188,47.73924398392321
2025-06-01,Oceania,107436,99.4499225911261
2025-06-01,Other,1414490,80.9717788887134
2025-06-01,Total,1245947,78.21380773064848
2025-07-01,ASEAN,473991,87.37468645210407
2025-07-01,Americas,105970,106.32325902812094
2025-07-01,Europe,298735,110.76070315722477
2025-07-01,Greater China,456673,132.17363032754247
2025-07-01,North Asia,56250,76.31387046992386
2025-07-01,Oceania,139447,129.08143783801296
2025-07-01,Other,1830423,104.78165729613885
2025-07-01,Total,1680770,105.50964175798974
2025-08-01,ASEAN,402194,74.13975084530624
2025-08-01,Americas,84442,84.72349380817768
2025-08-01,Europe,372334,138.04869081072565
2025-08-01,Greater China,441255,127.7112403189585
2025-08-01,North Asia,93004,126.17769260772975
2025-08-01,Oceania,98794,91.45031137112059
2025-08-01,Other,1726511,98.83326636521393
2025-08-01,Total,1609317,101.0242092285338
2025-09-01,ASEAN,409129,75.41813682846909
2025-09-01,Americas,76773,77.0289286153244
2025-09-01,Europe,231328,85.76849696203823
2025-09-01,Greater China,230669,66.76190432546679
2025-09-01,North Asia,59390,80.57388030593383
2025-09-01,Oceania,124566,115.30659236648995
2025-09-01,Other,1376800,78.81423352160893
2025-09-01,Total,1254344,78.74092593352088
2025-10-01,ASEAN,447236,82.4427157268666
2025-10-01,Americas,91307,91.61137880608321
2025-10-01,Europe,245256,90.93252218028793
2025-10-01,Greater China,253898,73.48501092226248
2025-10-01,North Asia,54952,74.55288551223566
2025-10-01,Oceania,131353,121.58909194415453
2025-10-01,Other,1532778,87.7431168134694
2025-10-01,Total,1378409,86.52905500811467
